Username,Email,Department,Employee Class,Title,Organization,Manager Name,User Status,AI Service (Normalized),AI Services,Total AI Services,Has AI Extensions Installed,Has AI Service License,Ai Service Event Count,Ai Service Connection Count,Ai Service File Upload Count,Ai Service Copy Paste Count,Ai Service PII Detection Count,Average Risk Score,Last Access Timestamp,Operating Systems,Endpoint Machine,AI Tool Vendor,AI Tool Category,AI Tool Region,AI Tool Data Location,Has BAA,Has DPA,Approved for Use,Risk Classification,Data Classification,Handles PHI,Handles PII,Handles Financial Data,Encryption Status,User Location,User Role,Access Level,Clearance Level,Training Completed,Last Certification Date,Consent Status,Data Retention Policy,Deletion Request Status,Sensitive Data Access Count,Policy Violations Count,Anomaly Flags,Incident Status,Vendor Risk Score,Vendor Assessment Date,SLA/SLO Status
moorehenry,deleontammy@customer.com,R&D,Full-Time,Forensic scientist,customer.com,Billy Smith,Active,Copilot,"Copilot,Gemini,Perplexity",3,True,True,298,92,3,48,4,66.5,2026-01-12T21:13:01.610421Z,macOS 14,KP49-51206,Microsoft,Chat Assistant,US,EU-Central,,Pending,Approved,Critical,PHI,True,True,False,Encrypted at Rest,EU-DE,IT,Admin,,False,2025-12-06,Implied,30d,,125,14,Unusual Hours,Under Investigation,52,2026-01-20,Breach
annettehall,oclark@customer.com,IT,Intern,"Designer, exhibition/display",customer.com,Ricky Vazquez,Inactive,Claude,"Claude,Perplexity",2,True,True,396,73,4,48,0,12.0,2026-01-21T02:56:01.611420Z,Windows 11,HN55-65944,Meta,Copilot,Global,Multi-Region,No,Pending,Prohibited,Critical,Confidential,False,False,False,Encrypted in Transit,US-NY,Finance,Privileged,Top-Secret,True,2025-07-06,,Indefinite,,162,20,Excessive Upload,Resolved,64,2026-01-20,Compliant
kfrost,millerkyle@customer.com,HR,Full-Time,"Accountant, chartered management",customer.com,Teresa Russo,Active,Gemini,"Gemini,Claude,ChatGPT",3,True,False,419,65,5,40,1,84.2,2026-01-19T11:49:01.612335Z,macOS 14,dq49-54543,Google,Copilot,Global,Multi-Region,,Yes,Under Review,Low,Public,False,False,False,Encrypted in Transit,APAC-SG,Admin,Elevated,Confidential,False,2025-08-21,Implied,7yr,,15,12,,Under Investigation,46,2026-01-20,At Risk
nelsonbeverly,allisonknapp@customer.com,Finance,Vendor,Regulatory affairs officer,customer.com,Valerie Barnes,Suspended,Gemini,"Gemini,Claude,Copilot",3,True,False,424,139,1,6,3,48.1,2025-12-30T16:23:01.613367Z,Windows 10,ej72-19504,Meta,Code Assistant,Global,US-East,,,Approved,Low,Public,False,False,False,Encrypted in Transit,EU-NL,Admin,Privileged,Secret,False,2025-07-10,Withdrawn,1yr,Completed,53,6,Unusual Hours,Under Investigation,37,2026-01-20,Breach
john74,fishersara@customer.com,IT,Intern,Communications engineer,customer.com,Catherine Long,Active,ChatGPT,ChatGPT,1,True,True,100,64,10,0,4,30.0,2025-12-22T22:04:01.614292Z,Windows 11,YS96-53247,Nvidia,Search,Global,EU-West,Yes,No,Approved,High,PII,False,True,False,,EU-DE,IT,Privileged,,True,2025-12-09,Implied,7yr,Completed,72,20,Multiple Flags,Resolved,68,2026-01-20,Breach
oanderson,barrettlee@customer.com,Sales,Intern,Animator,customer.com,Chad Smith,Active,ChatGPT,"ChatGPT,Gemini",2,False,True,100,114,10,43,0,77.6,2025-12-31T07:26:01.615057Z,Windows 11,Sk85-42400,Meta,GenAI,EU,US-West,,Pending,Under Review,Low,PII,False,True,False,,US-NY,IT,Privileged,Secret,False,2025-06-05,Withdrawn,7yr,Completed,26,14,Geo Anomaly,Breach,27,2026-01-20,Breach
anthony01,brian35@customer.com,Legal,Full-Time,Biomedical engineer,customer.com,Jeremy White,Terminated,Claude,Claude,1,False,False,16,128,1,17,0,61.6,2026-01-04T07:29:01.615851Z,Windows 10,Dm17-52653,Meta,GenAI,US,US-East,No,,Prohibited,High,Internal,False,False,False,,APAC-SG,Exec,Admin,Top-Secret,False,2025-11-02,,90d,Pending,191,2,Geo Anomaly,Under Investigation,70,2026-01-20,Compliant
ingramdaniel,devintran@customer.com,HR,Full-Time,Retail merchandiser,customer.com,Stacy Pena,Inactive,Copilot,"Copilot,Claude",2,False,False,228,94,10,9,1,40.0,2025-12-26T17:42:01.616804Z,Windows 11,iL05-83202,Google,Analytics,US,US-West,,No,Restricted,Critical,PHI,True,True,False,Encrypted in Transit,APAC-SG,IT,Elevated,Secret,True,2025-02-12,Withdrawn,90d,Completed,100,0,Unusual Hours,Breach,69,2026-01-20,At Risk
roger56,stevencollins@customer.com,Engineering,Vendor,Mental health nurse,customer.com,Rebecca Simpson,Suspended,Perplexity,"Perplexity,Bing,Copilot",3,True,True,125,140,5,5,1,31.4,2026-01-01T13:49:01.617861Z,Ubuntu 22.04,eT82-67511,Microsoft,Chat Assistant,APAC,US-West,No,Pending,Prohibited,Medium,PII,False,True,False,Encrypted at Rest,EU-DE,Exec,Elevated,,False,2025-08-31,Explicit,30d,,21,15,Excessive Upload,,30,2026-01-20,Breach
thomas14,tammynewton@customer.com,Marketing,Intern,"Chemist, analytical",customer.com,Travis Rodriguez,Inactive,Gemini,Gemini,1,False,False,145,78,10,9,3,42.8,2026-01-04T04:35:01.618922Z,macOS 14,UE11-02264,Microsoft,Analytics,EU,Multi-Region,No,Pending,Under Review,Medium,Internal,False,False,False,,APAC-SG,Admin,Standard,Top-Secret,False,2025-10-21,Explicit,Indefinite,Completed,90,12,Excessive Upload,,78,2026-01-20,At Risk
sthompson,alopez@customer.com,Sales,Full-Time,Community education officer,customer.com,Tara Johnson,Active,Copilot,Copilot,1,True,True,305,199,8,45,5,76.3,2026-01-03T17:22:01.619979Z,Windows 10,Ls92-27611,Google,Search,US,Multi-Region,No,Yes,Restricted,Low,Public,False,False,False,,US-NY,IT,Privileged,Top-Secret,False,2025-12-19,Explicit,30d,Pending,160,11,Unusual Hours,Breach,64,2026-01-20,Compliant
michael64,maurice53@customer.com,Engineering,Vendor,"Scientist, research (medical)",customer.com,Daniel Martinez,Suspended,ChatGPT,ChatGPT,1,True,True,437,184,2,34,5,48.2,2026-01-17T23:23:01.621051Z,Windows 11,LI77-27352,Nvidia,GenAI,EU,US-East,Yes,,Restricted,High,Internal,False,False,False,Encrypted at Rest,US-MA,Admin,Privileged,Secret,False,2025-08-11,Explicit,1yr,Pending,74,6,Multiple Flags,Under Investigation,45,2026-01-20,At Risk
brian87,charles28@customer.com,HR,Vendor,"Psychologist, forensic",customer.com,Katie Booth,Terminated,Copilot,Copilot,1,True,True,422,148,9,31,5,9.2,2025-12-27T16:02:01.621683Z,macOS 13,Rx90-29071,Meta,Chat Assistant,Global,US-West,Pending,Pending,Prohibited,Low,Financial,False,True,True,Encrypted at Rest,EU-DE,IT,Admin,Top-Secret,True,2025-02-19,Implied,1yr,Pending,44,14,Unusual Hours,Breach,72,2026-01-20,Compliant
denise21,dyates@customer.com,Finance,Contractor,Solicitor,customer.com,Benjamin Johns,Active,Bing,"Bing,Gemini",2,True,False,431,189,1,39,5,88.4,2026-01-07T23:44:01.622431Z,Windows 10,zF86-41512,Meta,Copilot,EU,EU-Central,Pending,Pending,Under Review,High,PHI,True,True,False,Both,US-CA,Finance,Admin,Confidential,True,2025-05-19,Explicit,30d,Completed,199,2,Unusual Hours,Under Investigation,96,2026-01-20,Breach
craig07,rachelbrooks@customer.com,Engineering,Full-Time,Consulting civil engineer,customer.com,Terry Zuniga,Active,ChatGPT,"ChatGPT,Claude,Copilot",3,True,False,104,68,8,37,0,95.3,2026-01-15T03:23:01.623172Z,Ubuntu 22.04,Kw96-87587,Meta,Copilot,Global,Multi-Region,Pending,,Restricted,Low,PHI,True,True,False,,EU-DE,Admin,Elevated,Secret,True,2025-03-30,Explicit,7yr,,188,13,Geo Anomaly,Under Investigation,19,2026-01-20,At Risk
robertyoder,jenningsgary@customer.com,Finance,Contractor,"Conservation officer, historic buildings",customer.com,Tina Carlson,Inactive,Gemini,"Gemini,Claude,Copilot",3,True,False,258,175,7,49,5,34.3,2025-12-27T00:40:01.624160Z,Ubuntu 22.04,Gn51-34194,Anthropic,Search,US,Multi-Region,No,No,Under Review,High,PII,False,True,False,,EU-NL,Clinical,Privileged,Top-Secret,False,2025-10-15,Implied,7yr,,135,15,Geo Anomaly,,65,2026-01-20,Compliant
williamsjennifer,josephmoore@customer.com,Clinical,Intern,"Loss adjuster, chartered",customer.com,Gary Norton,Active,ChatGPT,ChatGPT,1,False,False,169,105,7,20,2,21.6,2026-01-03T07:54:01.625022Z,macOS 14,GJ36-39274,Microsoft,Search,US,Multi-Region,Pending,Yes,Restricted,Low,PHI,True,True,False,Encrypted at Rest,EU-FR,IT,Admin,Confidential,False,2025-11-12,Implied,30d,Completed,103,3,Excessive Upload,Breach,75,2026-01-20,Compliant
jeffrey43,vgreene@customer.com,Sales,Vendor,Tree surgeon,customer.com,Jodi Fox,Suspended,Copilot,Copilot,1,False,True,54,56,2,30,2,9.1,2026-01-18T02:38:01.625762Z,Ubuntu 22.04,Wk64-87955,Nvidia,GenAI,US,EU-Central,,No,Under Review,Low,PII,False,True,False,,EU-FR,Clinical,Privileged,,False,2026-01-12,Implied,Indefinite,,129,12,Geo Anomaly,Resolved,75,2026-01-20,Breach
hturner,joseph68@customer.com,R&D,Vendor,"Sound technician, broadcasting/film/video",customer.com,Kimberly Rodriguez,Suspended,Perplexity,"Perplexity,Claude",2,False,False,291,30,4,11,0,97.8,2026-01-11T18:41:01.626611Z,Windows 10,gH34-04665,OpenAI,Search,APAC,US-West,Pending,Yes,Prohibited,Low,Confidential,False,False,False,Encrypted in Transit,US-NY,Finance,Privileged,Secret,True,2025-06-16,Implied,1yr,,135,8,Multiple Flags,Resolved,4,2026-01-20,At Risk
allison59,steven29@customer.com,Engineering,Intern,"Surveyor, insurance",customer.com,William Green,Suspended,Copilot,"Copilot,Gemini",2,False,True,241,71,8,13,5,43.9,2026-01-06T17:07:01.627429Z,Windows 11,xZ58-04008,Meta,Search,Global,Multi-Region,Pending,Pending,Restricted,Low,Public,False,False,False,Both,APAC-SG,Admin,Admin,Confidential,False,2025-06-24,Withdrawn,1yr,Completed,116,15,Unusual Hours,,7,2026-01-20,Breach
xwhite,david70@customer.com,R&D,Contractor,"Merchandiser, retail",customer.com,Elizabeth Cole,Active,Bing,"Bing,Gemini",2,True,False,393,170,0,35,3,92.6,2026-01-10T04:53:01.628423Z,macOS 14,tS07-04927,Anthropic,GenAI,EU,EU-Central,Pending,Pending,Prohibited,Medium,PHI,True,True,False,Encrypted in Transit,EU-DE,Finance,Elevated,,True,2025-04-15,Implied,7yr,Completed,200,4,Multiple Flags,Resolved,66,2026-01-20,At Risk
brianbutler,igoodman@customer.com,IT,Contractor,"Surveyor, rural practice",customer.com,Kimberly Brown,Terminated,Bing,"Bing,Copilot",2,True,False,170,33,3,20,4,17.3,2025-12-24T09:33:01.629428Z,macOS 14,LX95-41833,Meta,Chat Assistant,US,EU-West,Yes,,Under Review,Critical,PII,False,True,False,Encrypted at Rest,US-MA,Clinical,Standard,Secret,True,2025-01-23,Withdrawn,90d,Pending,55,3,,Breach,98,2026-01-20,At Risk
campbelljoshua,chapmanlynn@customer.com,Sales,Full-Time,Corporate investment banker,customer.com,Christina Coleman,Suspended,Bing,"Bing,Claude",2,True,False,245,134,1,5,1,40.7,2025-12-28T22:44:01.630523Z,macOS 13,zy78-92719,Microsoft,Search,APAC,US-East,,No,Approved,High,PII,False,True,False,Both,EU-FR,IT,Elevated,Top-Secret,False,2025-08-12,Explicit,30d,Pending,102,14,,Breach,46,2026-01-20,At Risk
rgarcia,donald33@customer.com,Security,Vendor,"Scientist, physiological",customer.com,Darrell Mckee,Inactive,Gemini,"Gemini,Copilot,Bing",3,True,True,56,101,0,40,3,58.0,2026-01-07T11:49:01.631511Z,Ubuntu 22.04,Dj32-34674,Microsoft,Analytics,Global,US-West,Pending,Yes,Prohibited,Low,Financial,False,True,True,Encrypted at Rest,EU-DE,Admin,Admin,Secret,True,2025-05-11,Implied,Indefinite,Completed,7,15,,Under Investigation,33,2026-01-20,Breach
coconnor,davidmorrow@customer.com,Marketing,Contractor,Chief Strategy Officer,customer.com,Cassandra Fletcher,Terminated,Claude,"Claude,ChatGPT",2,True,True,345,99,10,43,5,65.4,2026-01-06T07:57:01.632413Z,Ubuntu 22.04,Qb07-43510,Nvidia,Copilot,Global,Multi-Region,Pending,,Under Review,High,Financial,False,True,True,,EU-NL,Exec,Elevated,Confidential,False,2025-04-11,Withdrawn,Indefinite,Pending,173,5,Unusual Hours,Breach,40,2026-01-20,Breach
walshsheila,jonathanjohnson@customer.com,Security,Full-Time,Probation officer,customer.com,Michael Martin,Inactive,Copilot,"Copilot,Claude,Bing",3,False,True,479,91,5,47,0,59.8,2025-12-31T03:01:01.633343Z,Windows 10,GY25-68532,Microsoft,GenAI,US,US-West,Yes,Yes,Prohibited,Low,Financial,False,True,True,,US-CA,IT,Admin,,True,2025-09-09,,90d,,185,20,Geo Anomaly,,56,2026-01-20,Compliant
bradfordrobert,gloriarobinson@customer.com,Legal,Contractor,Art therapist,customer.com,Jon Logan,Suspended,Bing,Bing,1,False,False,245,74,9,47,5,95.7,2026-01-12T00:33:01.635101Z,Windows 10,to20-33345,OpenAI,Analytics,EU,US-West,Pending,Yes,Restricted,Critical,Public,False,False,False,,EU-FR,Admin,Standard,Confidential,True,2025-02-04,Explicit,90d,,61,6,Geo Anomaly,Breach,86,2026-01-20,Compliant
njackson,briana15@customer.com,Marketing,Contractor,TEFL teacher,customer.com,Justin Cole,Inactive,Gemini,"Gemini,Perplexity",2,True,True,68,170,3,45,1,28.2,2026-01-17T16:58:01.636298Z,Ubuntu 22.04,wX51-28375,Anthropic,Search,EU,Multi-Region,No,No,Prohibited,Critical,PHI,True,True,False,Both,APAC-SG,Exec,Elevated,,False,2025-10-31,Withdrawn,7yr,Completed,23,16,Geo Anomaly,Breach,44,2026-01-20,Compliant
nicholas13,markwilliams@customer.com,Finance,Vendor,Transport planner,customer.com,Latoya Robertson,Active,Gemini,Gemini,1,False,True,257,58,0,40,0,71.6,2026-01-13T05:44:01.637115Z,macOS 13,lP10-27857,Meta,Code Assistant,EU,Multi-Region,,Yes,Prohibited,Critical,PHI,True,True,False,Encrypted at Rest,US-NY,Finance,Standard,,False,2025-08-13,Implied,7yr,Completed,173,7,,Breach,30,2026-01-20,Compliant
catherinemcmillan,jorge58@customer.com,Marketing,Intern,English as a second language teacher,customer.com,Aaron Freeman,Active,Copilot,"Copilot,Perplexity",2,True,True,397,107,3,49,0,68.4,2026-01-13T22:31:01.638129Z,Ubuntu 22.04,JE70-06219,Nvidia,Code Assistant,US,EU-Central,No,,Under Review,Critical,PHI,True,True,False,,APAC-SG,Exec,Admin,,True,2025-12-11,Implied,90d,Pending,20,6,Excessive Upload,Resolved,85,2026-01-20,Compliant
derricklane,flawson@customer.com,Engineering,Contractor,"Loss adjuster, chartered",customer.com,Dale Lindsey,Terminated,Bing,Bing,1,True,False,69,45,3,47,1,33.2,2025-12-29T21:12:01.639289Z,Ubuntu 22.04,fQ40-69063,Anthropic,Code Assistant,EU,Multi-Region,No,,Prohibited,Low,PII,False,True,False,Encrypted at Rest,APAC-SG,Exec,Privileged,Top-Secret,True,2025-07-16,Explicit,1yr,Completed,14,10,Unusual Hours,Under Investigation,75,2026-01-20,Breach
princejodi,awallace@customer.com,Legal,Full-Time,"Engineer, production",customer.com,Matthew Smith,Terminated,Bing,"Bing,Gemini",2,True,True,42,53,2,49,0,76.3,2026-01-01T21:53:01.640085Z,macOS 14,Fl47-21013,OpenAI,Code Assistant,APAC,EU-West,,,Approved,Low,Internal,False,False,False,,US-NY,Admin,Elevated,,False,2025-01-29,Explicit,1yr,Pending,185,2,Multiple Flags,,73,2026-01-20,At Risk
zlopez,elizabethevans@customer.com,Clinical,Vendor,Broadcast engineer,customer.com,Kimberly Long,Terminated,Perplexity,Perplexity,1,True,True,454,15,5,31,4,7.1,2025-12-29T19:35:01.641302Z,macOS 13,id23-67912,Google,GenAI,EU,EU-West,No,,Restricted,High,Financial,False,True,True,Encrypted in Transit,APAC-SG,IT,Standard,Confidential,False,2025-12-11,Withdrawn,7yr,Completed,162,1,Multiple Flags,Under Investigation,79,2026-01-20,At Risk
maciaslee,jeffrey28@customer.com,IT,Vendor,Geophysical data processor,customer.com,Breanna Webster,Active,Bing,"Bing,Copilot,Gemini",3,True,True,298,15,10,6,1,82.9,2026-01-18T07:01:01.642234Z,Windows 11,LP81-27368,Google,Chat Assistant,EU,EU-Central,Yes,Yes,Prohibited,High,Public,False,False,False,Encrypted in Transit,US-NY,Finance,Privileged,,False,2025-12-29,Explicit,Indefinite,,27,0,Excessive Upload,Breach,53,2026-01-20,At Risk
davidreese,garrisonshane@customer.com,Engineering,Full-Time,Geographical information systems officer,customer.com,Jonathan Guerra,Inactive,Claude,"Claude,ChatGPT,Bing",3,True,False,367,137,7,39,2,28.9,2026-01-15T02:16:01.643347Z,Windows 10,wx54-57923,OpenAI,Copilot,EU,EU-Central,No,Pending,Under Review,Medium,Internal,False,False,False,Encrypted in Transit,US-CA,Exec,Elevated,Secret,True,2025-08-07,,90d,Pending,195,13,Unusual Hours,Under Investigation,25,2026-01-20,Compliant
tanner40,fstokes@customer.com,Clinical,Contractor,Financial controller,customer.com,Mary Lyons,Active,Copilot,"Copilot,ChatGPT",2,True,True,370,98,8,20,3,87.0,2026-01-16T08:48:01.644492Z,Ubuntu 22.04,Dd75-14932,Google,Search,US,US-West,Yes,,Restricted,Medium,Financial,False,True,True,Encrypted in Transit,EU-DE,Admin,Elevated,Secret,False,2025-06-04,,7yr,,74,6,,Resolved,31,2026-01-20,At Risk
pwright,stephen84@customer.com,R&D,Intern,Marketing executive,customer.com,Donald Matthews,Active,Bing,"Bing,Copilot",2,False,False,275,155,8,15,5,85.0,2025-12-31T10:11:01.645567Z,Windows 11,Oy69-00900,Nvidia,Copilot,APAC,EU-West,No,Pending,Restricted,Medium,Internal,False,False,False,Encrypted at Rest,EU-NL,Clinical,Admin,Top-Secret,True,2025-09-15,,7yr,Pending,114,12,Unusual Hours,,81,2026-01-20,Breach
andersongina,nicholas77@customer.com,R&D,Full-Time,"Sound technician, broadcasting/film/video",customer.com,Alexandria Barnett,Active,ChatGPT,"ChatGPT,Perplexity,Gemini",3,False,True,367,130,7,35,1,67.8,2026-01-21T02:32:01.646500Z,Ubuntu 22.04,ap13-27271,Anthropic,Search,Global,EU-Central,Yes,Pending,Restricted,Critical,Internal,False,False,False,,EU-NL,Admin,Elevated,Secret,True,2025-07-07,Explicit,1yr,,168,7,Geo Anomaly,Breach,34,2026-01-20,At Risk
alexander35,kevinthompson@customer.com,Legal,Contractor,Fitness centre manager,customer.com,Katie Villa,Active,Perplexity,"Perplexity,Claude",2,False,True,202,3,6,17,2,97.7,2026-01-15T10:36:01.647351Z,Windows 11,sh39-89515,Meta,Code Assistant,EU,US-West,Pending,No,Restricted,Critical,PHI,True,True,False,Both,US-MA,IT,Standard,,True,2025-04-03,Withdrawn,30d,,28,1,Multiple Flags,Breach,8,2026-01-20,At Risk
deansara,arthur16@customer.com,Marketing,Intern,Associate Professor,customer.com,Darren Wilson,Suspended,Perplexity,Perplexity,1,True,True,342,49,4,48,5,53.1,2026-01-01T04:21:01.656485Z,Windows 10,uO96-99232,Meta,Copilot,APAC,US-West,Yes,No,Prohibited,Low,Financial,False,True,True,Both,APAC-SG,IT,Elevated,Secret,True,2025-10-10,,Indefinite,Pending,151,17,Excessive Upload,Breach,37,2026-01-20,At Risk
dcarter,apace@customer.com,Clinical,Intern,Medical illustrator,customer.com,Kathryn Hanna,Inactive,Copilot,Copilot,1,True,True,259,115,9,39,5,5.4,2026-01-03T13:39:01.657230Z,Windows 11,Lu46-19056,Nvidia,Code Assistant,US,US-East,Pending,,Prohibited,High,Financial,False,True,True,Encrypted in Transit,EU-DE,Exec,Standard,Confidential,False,2025-01-25,Explicit,90d,,109,19,Unusual Hours,Breach,12,2026-01-20,Breach
psteele,andrea65@customer.com,Finance,Full-Time,Futures trader,customer.com,Nicole Anderson,Terminated,Perplexity,Perplexity,1,True,True,252,91,10,14,0,71.2,2025-12-27T15:43:01.658252Z,Windows 11,HA04-89586,Microsoft,Analytics,Global,EU-West,,,Under Review,Critical,Financial,False,True,True,,US-NY,Exec,Privileged,Top-Secret,False,2025-09-15,Withdrawn,Indefinite,,100,8,,Resolved,35,2026-01-20,At Risk
carolwright,williamstravis@customer.com,Legal,Vendor,Production manager,customer.com,Maria Parker,Active,Gemini,"Gemini,Claude",2,False,False,137,2,7,36,3,21.7,2025-12-27T20:51:01.659177Z,Ubuntu 22.04,qV02-75935,Nvidia,Code Assistant,EU,EU-Central,Yes,,Under Review,Low,Internal,False,False,False,Both,EU-FR,Clinical,Elevated,Confidential,False,2025-01-25,Implied,Indefinite,Pending,164,0,Multiple Flags,,88,2026-01-20,At Risk
prussell,davidthomas@customer.com,Marketing,Full-Time,Soil scientist,customer.com,Jamie Barnes,Active,Perplexity,"Perplexity,Gemini",2,False,True,63,42,6,26,1,64.4,2025-12-24T12:27:01.660109Z,Windows 10,qC58-74098,Meta,Copilot,APAC,EU-Central,,Pending,Prohibited,High,PHI,True,True,False,,EU-NL,Finance,Privileged,Confidential,False,2025-07-30,Implied,7yr,,15,13,Geo Anomaly,,30,2026-01-20,Breach
leblancrebecca,harold91@customer.com,Legal,Intern,"Designer, jewellery",customer.com,Oscar Tucker,Terminated,Copilot,"Copilot,Bing,Perplexity",3,True,False,426,120,9,18,5,53.3,2026-01-10T12:01:01.661085Z,Windows 10,kV19-29013,Google,Search,APAC,EU-Central,Yes,Yes,Approved,High,PHI,True,True,False,Encrypted at Rest,APAC-SG,Exec,Elevated,,False,2025-08-23,,1yr,,185,3,Multiple Flags,,88,2026-01-20,Compliant
patrickmitchell,nelsoncolin@customer.com,Sales,Contractor,Building services engineer,customer.com,Karen Ellis,Inactive,Bing,"Bing,Gemini",2,True,False,218,121,9,12,5,62.9,2026-01-21T01:59:01.662211Z,Windows 11,NS92-64380,Google,Analytics,Global,Multi-Region,Yes,No,Under Review,High,Public,False,False,False,Both,US-MA,Exec,Elevated,Secret,True,2025-10-17,Implied,90d,,60,8,Excessive Upload,Resolved,11,2026-01-20,Compliant
pgrant,warrenrachel@customer.com,Sales,Full-Time,Health service manager,customer.com,Amanda Solomon,Terminated,Claude,"Claude,ChatGPT,Gemini",3,False,True,442,58,5,50,4,70.8,2025-12-28T09:22:01.663124Z,Windows 11,TD49-51022,Google,Chat Assistant,Global,US-East,No,Yes,Approved,Critical,Public,False,False,False,,EU-DE,Admin,Elevated,Confidential,True,2025-10-24,Explicit,90d,Completed,177,1,Unusual Hours,Breach,70,2026-01-20,Breach
ywood,jacquelinereilly@customer.com,Legal,Full-Time,Advertising copywriter,customer.com,Taylor Hughes PhD,Terminated,Copilot,"Copilot,Claude,ChatGPT",3,True,True,218,16,0,11,0,30.6,2026-01-11T02:21:01.664415Z,Windows 11,fF22-03314,Anthropic,Copilot,EU,US-East,Yes,No,Approved,Critical,Public,False,False,False,Encrypted in Transit,US-MA,Finance,Admin,Confidential,False,2025-10-22,Explicit,1yr,,11,13,,Under Investigation,65,2026-01-20,Breach
juarezscott,anthonywood@customer.com,Clinical,Intern,Drilling engineer,customer.com,Patrick Hernandez,Terminated,Copilot,"Copilot,ChatGPT,Gemini",3,True,False,389,145,3,1,3,70.7,2025-12-24T17:02:01.665429Z,Ubuntu 22.04,Rp76-52646,OpenAI,Analytics,Global,EU-Central,Yes,,Restricted,Critical,Public,False,False,False,Both,US-MA,Finance,Standard,Confidential,False,2025-10-31,Implied,30d,,76,19,Geo Anomaly,Resolved,60,2026-01-20,Compliant
gbrown,youngpatricia@customer.com,HR,Full-Time,"Lighting technician, broadcasting/film/video",customer.com,John King,Inactive,Gemini,"Gemini,Bing",2,False,False,123,146,6,33,0,45.8,2025-12-29T14:49:01.666503Z,macOS 14,QP10-47294,Microsoft,Search,APAC,EU-Central,,,Under Review,High,Confidential,False,False,False,Both,EU-NL,IT,Privileged,,False,2025-04-09,Withdrawn,90d,Pending,91,12,Multiple Flags,Breach,7,2026-01-20,Compliant
